龚	垄,詟,龛,陇,巽
睌	胰
覑	睍,絸,鋧
誢	鋧,說,諣,蜆,覌,絸,睍,誽
䏹	腨,誢,硯,腲,覑,覌,絸,睍,膓
脪	餙,絺,豨,睎
瞆	睏,聩,睭
䁛	睐,隗,磈
睑	脸
硷	睑,碒,硢
睒	胰
緂	睒
碘	睓,碝,腆
腆	睓,碘
論	睔,稐,綸
睙	綟
綟	睙
脲	睚
䃓	磌,碃,睛,礂,鞲,礢
睝	
眥	睝
䐑	脶,腜,睞
䧒	睞,陳
綷	踤,睟,脺,錊
脽	睢,誰,維
誰	維,脽,稚,睢,誥
睥	陴
睩	
䟿	睩,録
瞊	睫,餹
腠	睫
䌽	睬,綵
瞃	碷,睸,睭
睯	瞥
喏	睰
賠	睰,賂,踣,赔
碬	腵,縀,睱,貑
腵	貑,碬,睱
腶	睱
睵	職
碷	睸
緒	緖,諸,陼,睹,鍺
睺	
㮢	睺
隄	緹,缇,睼
睾	莗
䓬	萛,茟,睾,蔩,莗
䔬	葿,萛,簨,睾,蔩,莗,萈
䀾	瞀
䎿	瞅
䅪	瞆,稸,秳
豰	轂,穀,瞉,縠
轂	穀,瞉,豰,縠
㲊	穀,瞉
縖	鎋,螛,瞎
瞏	覃
覃	瞏,罩,賈
舙	霆,靃,瞐
矉	瞔,臏,穦
蹟	蹪,瞔,膭,鞼
膫	瞭,瞕
臆	臛,障,瞕,膫
瞖	醫,贀
贀	霬,韾,蕒,贒,贙,謦,瞖,醫
䀸	瞖
瞨	穙,镤,蹼,瞙
䅻	瞝
瞤	瞯,瞷
瞷	瞯,磵,瞤,瞲
膶	瞷,臈,瞤
䨆	瞥
膤	瞩
臗	瞫
㽑	贉,瞫,聵
䐺	譚,罈,瞫,贉,臗,磹,臈
瞮	
㯙	瞮
鐗	鑭,譋,鑎,礀,鐦,瞯
䑌	瞯,鑭,襴,讕
鐍	譎,瞲,鑐,繘,蹫
穜	瞳
䌗	瞴,譕,膴
膦	瞵
磵	鐧,瞷,碙
鐧	磵,鋼,瞷,鐲,鐦
膽	韂,贍,瞻
㜬	譫,膽,瞻,蟾
䃫	膽,贍,蟾,聸,瞻,譫
瞿	雚,矍,瞾
譻	譬,韾,譼,瞾,謦
璪	矂
矄	臐
臐	矄
矈	矏
臏	矉
䁾	礣,矌
矍	黌,霋
籆	矍,簠
黌	矍
矒	
㜴	矒
䑏	矔
	矙
矠	耤,稓
稓	矠,耤,錯
耤	矠,錯,諎,稓
矦	
矬	锉
锉	矬
矰	鏳
耯	韄,艧,鳠,鑊,護,矱
㠛	蠵,耯,韄,鸌,鱯,艧,鳠,蠖,頀,鹱,鑊,矱
䂖	石
矴	矼,矸,矷
矷	矴,矸
矾	矶
䂛	碌,矸
砣	矻
砋	矼,砒
㺬	矾
䏎	矾
砅	砯
砯	砅
硃	砞,砆
砉	
差	砉
砓	竐
竐	砓
矹	研
硏	豣,研
訮	钘,研,訉
钘	訮,研
䄯	钘,訮,研
砗	阵
䃄	砘
砜	飒
砝	
砪	砢
砦	
㫮	赀,砦
䖪	鈭,砦
砬	
㱞	砬
砰	
玶	砰
砱	
砛	硆,砱,碒,硢
砲	
砤	砲
砷	胂,础,硨,訷,紳
紳	砷,胂
胂	砷,胛,紳,訷
訷	訕,訥,胂,訲,砷,詘
砸	鉔
鉔	砸
砽	硧
硁	胫
胫	腔,硁
䎷	硃,聍
硆	碒,硷
碒	硆,硢,硷
硇	硵
硵	磠,硇
䛜	訩,硇
硉	硨
肂	銉,硉
砈	硊
㫉	脆,硊
䍯	硊,跪,祪
硋	
硌	硲
硲	硌
硍	限
㭢	硎,铏
豣	硏
胴	胭,腮,硐,脼,胹,腘,絧,腀
硒	硘,驷,絤,粞
硘	硒,絗
䃙	硒,螰
硖	硤
硤	硖
絗	硘,緬,絅,絤,綑
䃔	硘,碹
䛛	訵,硘,詗,絗
硚	
硜	
殌	硜
硢	稌,碒
硧	踊,誦
磖	硧,謵
誦	踊,誷,誧,硧,銿
䃃	硧,誷
礡	硨,磚
䂽	硨,碵,綽
硫	
硴	
㬸	腕,硴
磞	硼
碁	蜝,綦
蜝	綦,碁
碻	磌,碃,礂,縞,碠
礂	蟢,碻,磌,碃,磒,糦
碄	綝
綝	碄
㵉	碄
碅	稛
碇	腚
腚	碇,脻,聢
䘵	碌
䂜	碎
碏	
諳	謵,耤,諦,諸,錯,諎,誻,碏
䜺	蜡,碏
粺	碑,貏
䇑	蜱,碑,粺
硂	碒
䧺	碓,雒
陚	碔
䂣	碔,紪
碕	陭,骑,碴
䂿	碕
㱧	腕,碗
碙	磵,礀
錇	碚,鉿
碛	磌
磔	碟
碠	碻,礂,磗
碡	
碋	碡,磑
緺	腡,碢,絹,踻,緄,鍋,諣
諣	腡,謧,諯,誢,碢,誷,踻,緺,鍋,詷
碤	
碦	磍
碧	
䂮	碧
腲	隈,腢,胭,碨,腘,脹,腂,膓
㱬	隈,碨
碪	
諶	碪
碫	緞,鍛
緞	鍛,缎,碫
䃏	謃,鍟,碮
䜻	鍉,鳀,碮,鯷,蝭
碯	腦
腦	碯
㛴	碯,腦
碸	颯,諷
諷	颯,碸
颯	諷,碸
確	
碿	磵,礪,糏
磀	
餾	磂,鎦,蹓
磃	謕,禠,螔
禠	謕,磃
螔	磃
謕	禠,磃
磄	螗,膅
膅	磄,脻
䌅	磄,螗,膅
䧜	磄,隟,膅,陳
䐤	鎈,蹉,磋
磰	磍
磎	豯,膎
磐	螌,磬
螌	褩,磐
䃣	磒
䐣	磒,腮,縜
磓	縋
䐲	腷,謵,胭,腘,磖
磗	膞,膊,縛,鎛,磚,賻
縛	膞,膊,磗,鎛,縳
膞	膊,磗,膭,膮,薦,縛
賻	赙,餺,鎛,磗
磙	
䜇	磙
礅	磝,镦
謸	磝
䦋	磝,隞
謲	縿,磣,鏒
磩	
磮	磪
㲆	磬,罄
㿦	磬,罄
磯	耭,譏
耭	譏,鐖,磯
譏	耭,鐖,磯
磲	
㣄	磲
磸	礢
䥖	鏪,磸
譚	罈,贉,譯,鐔,磹
磼	礏,襍
礏	磼
襍	穕,鏶,磼
㙫	穕,鏶,襍,磼
㱷	穕,鏶,磼
㽁	磿
糦	蟢,糐,礂
䃀	緀,礂
礄	穚
穚	蟜,礄
礇	
䐿	礇
礊	蟿,罊
䃞	礊
䃦	礊
礌	镭,礑
礑	礌
礐	
㽇	礐
䑁	礐
礒	議,蟻,艤
礔	
䁹	鐴,躃,礔
礘	隰
䥪	礘
礙	譺
譺	礙
礷	礚
鑑	繿,糮,礛
礜	
礟	礮
礮	礟
䥬	礡
礢	礶
礣	
礥	臔,鑦
臔	礥,鑦
鑦	礥,臔
礧	鑘,蠝
蠝	鑘,礧
鑘	礧,蠝
霅	霾,蠆,霄,薑,霪,靈,礨,賮
礸	纘,鑽,礩,臢,讚,躦
鑕	鑚,躓,礩,鐨,鐀
礬	蠜
蠜	礬,鐢
龓	礲,蠬
骦	礵
礻	衤
衤	礻
祁	邗
饫	祅
䃾	祇
祌	衶
衶	衪,袖,祌,神,褝
衽	衦,饪,祍
饪	祍,衽
袆	祎,祶
祐	
祒	衵,袑
袑	衵,祒
祓	紱,绂,钹,袯
绂	紱,钹,祓
钹	紱,绂,祓,秡
袯	祓
袝	祔
铋	袐,祕,秘
䋏	祚
祠	饲,禗,词
袮	祢
祣	
㭚	祣
翊	祤
䌻	祤
䦀	蛡,祤,钢,翔
袾	絑,袜,祩
铪	祫,秴,铨,秮
稇	稛,祵,秵,稒
祹	绹,裪
裪	绹,祹
稘	祺,褀
蔈	蘘,蕇,蘴,薦,禀,蓸,蔁,藔,葶,篻,葦
禆	禅,裨
禋	裡
禌	稵,糍
稵	糍,禌
禝	稷,谡
禡	禩
禩	禡,襈,穓
禤	禢
㝆	繥,蟢,禧,穗
穓	禩
禮	褿
禴	讑,鑰
鑰	讑,禴
䠯	讑,鑰,禴
禸	
禺	禹,馬,黒
馬	禺
禼	禽
禽	蓠,禼
蓠	禽,萬,萭
䄦	秄,秆
秅	籷
籷	秅
粁	荰,秆
䄨	秆
䄭	秆
种	秈,稉
喿	秉
美	秉
㭆	秉
狆	种
衼	秓
咇	秘
秛	
䄴	租
㸳	秢
䘧	袟,秧
秩	
䄮	秩
秫	
䘤	秫
艳	秬
孡	秮
秲	
稸	秳
铦	銛,絬,铥,秳
秹	絍,袵
絍	銋,秹
秼	稞
葈	蘃,窠,稁
䈢	窠,稁,葈
䲷	稁
粰	稃,綒
䅋	稅
耜	稆
稑	程
㻌	稌
稐	綸,論
諎	稓,耤,諸,諳,詴,誯,錯,誻
錯	錨,蜡,稓,耤,踖
䇎	稓
猉	稘
䅩	稹,稙
雉	稚
錋	稝,綳
䙀	稝,綳,粣
㮍	稟
赒	稠,蜩
稡	
琗	稡
稶	稢
緎	稢
稧	
碶	稧
䅢	稰,穅,稽,稱
稱	
䅡	稱
䅤	鍤,稲,锸,稻,稸
穂	穏,稳
穏	穂,稳
䙒	襎,稸
穆	稹
稽	
稾	蓴,雧
鎔	穃
穄	
㻮	穄
	穆,糁
穇	糝
糝	穇
㜨	穉
穎	
㯋	穎
䮸	穒,鷪,覺
䲵	穒
穕	鏶
鏶	穕,鐷,鎨
䌖	穕,鏶,襍
䅰	穗
䦄	穗
鐩	襚,繸,譢,穟
穯	穪,穡
隱	隤,穩
㩠	穮
窀	竜
竜	筧,窀,菄
窂	
䆔	窂,苚
窅	
㝒	筶,苫,窅
窆	
窉	
穹	窉
䆚	窉
䇤	窉
窋	笜
笜	筃,笚,第,茁,窋
窎	鸾
鸾	窎,莺
窗	
窛	
窞	
楶	窠,葈
窥	窺
窺	窥
窩	
䈑	萵,窩
窭	
䆧	窭
窯	
㚠	窯
窵	駑,窴,駕,騖
竂	藔,窴,簝
篔	蕫,箐,贇,賃,箿,賷,篝,蔶,窴,簤,籱,蕒,蕢,贀,篢,箽,蕡,簄
蕒	蕫,箐,賃,蘴,賷,篝,蔶,窴,簤,蕢,謦,贀,篢,篔,薏,蕡
賃	箐,賷,篝,蔶,窴,蕒,贀,篔,蕡
䈯	薫,賷,簠,贄,蔶,窴,簤,篢,篔,箽,簄
駑	騖,鸉,駌,窵,駕
駕	駑,窵,駌,騖
䲥	駑,窵,駕,騖
簍	蕓,蓴,篿,蔞,篡,窶
蔞	蕾,簍,蕓,蓴,蕙,篿,藎,窶,董
竁	
䩁	竁
藔	蔈,篻,竂
竃	
籯	籄,竃
䉡	篿,籯,籄,竃
䳐	竃,騫,鷥,鴽,鷽,鶭
竅	
䆻	竅
竆	
窮	竆
竇	
竈	鼊,鼈,鼃
鼈	鼊,竈,鼃
鼊	竈,鼈
竍	竏
見	竞
簋	童,籌
藌	童,蠞,萱,菫
竧	裑
裑	竧
㛛	裑,竧
竬	聥,蝺
竰	緾,糎
糎	竰,緾
緾	竰,縕,糎
竲	
竽	芋
芋	芊,茔,芉,竽,芺
笄	竿,荓,筓
筓	笄
荓	笄
䈂	笄,荓,筓
笆	箇,芭
芭	苞,芑,笆,芪
芨	笈
笉	筍,笱
笱	苟,笉
笍	芮
芮	笍,芇
笏	茐,芴
芴	笏,芍,茐
茐	笏,芴
笒	答,笭
笭	笒,苓,筡
笓	
芘	笓
笕	苋,觅
苋	芚,笕
觅	笕
笘	筁
䇢	笘,苦,箝
笚	箪,筙,策,第
筈	筀,笚
策	筙,笚,第,箂
筙	笚,策,第,箂
䇿	箪,笚,策,第,箂,筙
筜	笜
筒	筐,箇,篋,箳,箅,茼,篥,筲,莆,笝,筺,简
筪	篋,箇,笝,筺,茝
䇱	箇,箘,笝
䈱	箇,筃,雷,笝
笞	苔
笟	苽
笀	笠
笡	笪
笪	筀,笡
笴	管,筫,青,笡
筀	笡,笪,篳
笢	筃
䇩	笢
䈔	笢
笤	笸,筶,筨
筨	笤,箁,筥
符	苻
苻	符
苯	笨
笩	筏
筏	笩
笫	第,筞
苓	芩,笭
笮	苲
苲	笮
笰	
笳	茄
茄	笳
笸	
笽	筁
筁	笽
䒸	笽
筥	筃,苢,筨,莒
苜	芎,筃,酉,苕,萏,菩,荎,苬,茴,苢,蓓
䇧	箇,筃,臿,箘
筆	辠,茟,筸,箑
筸	辠,筆,篁
茟	萧,萛,筆,荑,莗,菺,莄,葏
䈇	筆,筸,箑
筊	茭
茭	筊,芰
筌	答
荎	茥,菩,筌,里,蓥,莁
筍	荀
荀	苟,茍,莆,筍,菊
筺	篚,筐,篋,箳,筒,篞,筪,箄,簈,箠
篋	筺,筐,筪,篚
篚	筺,筐,筪,篋
䇸	筐,筩,篥,筺,箄,箠
筲	筒,箅,筩,莆,莦,筺
简	筒
箅	箳,筒,篥,箄,筭,簈,箠
䆟	答
箂	策,筴,筞,筮,筙
筚	荜
荜	筚
筠	
荺	筠
筡	荼
筢	箍,簎
箍	篐,筢,簎
簎	箍,筢
筣	箌,箣
峲	筣
箣	筣,箌
筤	
苢	芎,筥,酉,苕,苜,萏,菩,荎,苬,茴,蓓
莒	莔,筥,蕌,茜
筧	箟
箟	筧,篦
覓	筧
筩	萳,箅,篥,莆,筲,箠
箠	箅,筩,篥,箄,筭
篥	箄,筩,箠,箅
莆	萳,菴,藉,筩,筲,葥
萳	筩,萹,莆,藉
䇶	筩,筲
䈒	筩,萳,莆
茝	苉,苣,筪
䇫	筪,茝,簄
䇹	筪,莙
䇼	箟,筪,邕
筫	管,箕,簋
箕	萁,筫
筭	箄,箠,箅
箄	箳,箅,篥,筺,筭,箠
算	簧,筭,箅
㟖	筭
筮	
筯	
莇	筯
莦	筲,莆
筳	筵
筵	筳
筴	箂
䇦	筴
筶	
蒫	筹
箳	箅,簲,筺,箄,簈
篞	筺
簈	筺,箳,箅
䇾	篚,簠,篕,筺,訔
筻	莄
荑	蔐,筻,莄,茟
莄	筻,蓃,萐,荑
莶	签
筿	
䇨	筿
箁	菩
菩	苕,苜,箁,藚,荎,苢
䈉	箁
䓀	苕,莕,箁,苜,菩,菪,苢
箃	箴
萆	箄
箌	箣
篐	箍
箎	萀
萀	箎
箏	箒,箠,簊
箐	蕫,箦,讐,譼,箿,蘴,賷,篝,蔶,籱,蕒,菁,篔
箦	箐,箿,蒉,篝,籌,篑
箿	篔,箐,箦,篝
篝	箐,箦,箿,蘴,蔶,蕒,蕫,篔,箽
䈝	箐,蘴,篝,蕢,蕡
箑	篁,篂,篖,籉
篁	箑,篗,篂,篖,籉
篂	篁,箼,篲,葟,箑,簺,蟇,篧,簊
篖	篁,箑
箔	
萡	菭,箔
萁	箕,茸
簧	簠,算,籆,篑,箽
箙	菔
菔	萉,箙
箚	
䈩	箚
箝	
篦	箟,蓖
䉒	箠
菅	菴,育,管,莆,蒮,萓
箥	菠
菠	箥
蒉	箦,蘴,葷,篑,蓁,蓄
箧	篋,簂,簄
簂	箼,箧
箨	萚
萚	箨
韋	箪,辇,辈,萭
箭	
葥	箭,莆,萴
箮	籉,篃,篭,簮
篭	簮,簹,籉,箮
簮	箮
箰	簒
簒	簍,簣,篿,篡,箰
葙	箱
䈤	箱
䈷	箱
箹	葯
葯	箹,药
箺	籑
籑	繤,箺,驀,薹,籉
箼	簅,箽,簄
簄	籗,簘,箼,籚,簤,籱,臺,篢,箽
簅	箼
簔	簑,箼
䇻	篤,箼
簘	箽,簄
簺	箽
籱	籗,箽
箾	萷
萷	箾
節	莭
莭	蓈,蓢,節
䈏	簺,篁,篂,篲
篧	篂,篲
篲	篂,篧,豐,蔧
䈕	篂,簊
䈞	篱,篂,篧,篲
篤	篖,篃
籓	篃
萹	篇
筼	篑
篓	萎,蒌
蕡	蒷,賃,蔰,賞,蘴,蔶,蕢,蕘,蕒,蒖,蓳,蔁,靑,蕫,篔
篕	簠
䓂	軎,篕,莨,菅,蒮,茝,訔
䉶	篗
篘	蒭
蒭	篘
篜	蒸
蒸	篜
簜	篟,簄
簼	篟
蔳	薃,蒨,篟
篠	蓧
蓧	蓨,篠
贄	賷,贅,蔶,鳘,簤,篢,鰵,謺
䉣	篤
蓖	篦
篨	蒢
蒢	篨
篩	蒒
蒒	篩
篱	
篳	簣,簀,蓽,簫
簫	肅,蕭,篳
篴	蓫
蓫	篴
䆳	篴,蓫
篵	蓯,簁
簁	篵,蓰
蓯	篵
篶	蔫,篹,薔,簫
蔫	篶,舊,蕽,蔷,菁,蔦,蕭
䉢	篶,薔,蔷
篻	藔,篹,蔈
䈓	篹
䈳	簋,篹
葶	蕘,蔈,蓳,蔁,蕡,藔,篻
䉴	蘘,篻
篼	蔸
蔸	篼
篾	蔑,簏
蔑	篾
篿	簟,簍,蕓,蓴,簒,蕙,蔞
簟	蕈,韏,簍,蓴,篿
蓴	簟,蕾,簍,蕓,萋,蕙,篿,蔞,藎,蘁,董
蕓	蕾,簍,蓴,蕙,篿,蔞,藎,蘁,董,萅
䉙	蕾,簍,蕓,蓴,篿,蔞
䔿	蓴,篿,蔞
薲	菁,蒖,簀,萺
貿	簀,賣,賛
賫	責,賛,賚,膏,簀,菁
䈠	簀,萲
蓰	簁
簇	蔟
蔟	簇
簉	
䔏	簉
簊	
簌	蔌
蔌	簌
簏	
簑	簔
簛	
䔮	簛
簞	輂,蕇,葷
萼	簞,葍,蔄
蕇	輂,葷,莑,蔈,簞,葦
輂	蕇,葷,軰,簞,蓄,輋
韏	簟
䔭	簟,藌,蕾,蕃,蓴,萅
籃	簠,藍
簡	蕳,籣,簨,簢
簢	簡,蔅,籣
簨	簡
籣	簡,蘭,簢
菛	蔅,蔨,蕄,蔄,簢,簡
蔄	蔅,蕑,蕄,萼,蕳,蒏,簡,蓲
蔅	蕄,蔄,簢,簡,蕳
蕳	蔅,薔,蕑,蒿,蔄,蓸,簡,菵
貰	賛,膏,舊,簣,菁,賫
賢	簤,罿,贀
䉊	簧
籏	簫
肅	蕙,粛,蕭,簫
蕭	蒷,肅,苚,簫
簭	
簯	簱
簱	簯
簰	簲
簲	簰
䈻	簲,籘
簷	
簴	簷
䈆	簷
䉕	萺,罾,簹
簻	薖
薖	薳,蓪,簻
簾	籄,薕
薕	蘑,簾
㢓	蒝,簾
籀	籒,籕
籒	籀,籕
籕	籀,籒
籁	籟
籟	籁
藍	籃
籄	籯
籈	
薽	籈
薹	藿,籑,虂,蘆,籉
蠢	蠹,薵,籉,蠧
蠧	蠹,薵,虂,籉,蠢
霍	薹,雤,籉,蘲
䡤	霍,籑,薹,耋,籉
籊	
藋	籊,舊,蒘
䨁	籊
籋	
䕥	薾,籋
籌	
䉯	籌
籐	籘,藤
藤	籐,蕂
繤	籑
籔	藪
藪	籔
籖	籤
籤	籖
藿	薹,薫,薰,籗,蘆
蘎	籗,藼,虂
觱	籗,觷
籘	
籜	蘀
蘀	籜
籝	籯
䕦	籝
蘭	藺,籣
籥	蘥
蘥	籥
籩	
籫	賨
籭	
䕻	藼,籭,震
籮	蘿,鑵,鱹
蘿	籮
籰	
䖀	虋,籰
雥	籱
䘛	籶
饦	籷
阠	籸
籹	钕
钕	籹
釉	籼,轴
籽	粁
䉺	粁,荰,虹
㪰	粂
粃	鈚
鈚	粃,鈋,紕
粄	鈑
鈑	粄
䋁	粇
粌	
紖	訠,粌
粍	耗,蚝
耗	粍,蚝
蚝	粍,耗
㲎	粍,耗
粏	钛
钛	粏
粐	粕
䋆	絈,粐
粑	粴
紺	粓,鉗
絈	胉,粕,铂,鉑
耝	耟,粗
跙	距,跀,粗
䊀	鈷,跍,粘
㸱	粚
粛	肅
䊆	粟
詷	訥,誷,粡,譎,諣
粣	綳,銏
粵	蓴,粤
粥	
弻	粥
粦	
銠	銬,粩
铑	粩,铐
糋	鎆,粫
綒	鋢,粰
粴	粿
粷	
㽤	躹,諊,粷
粸	糂,蜞
諆	粸
䃆	諆,蜞,粸
鄰	粼
䊘	精
綶	線,餜,粿,練,課
課	錁,諫,餜,粿,綶,腂,諌
錁	錬,踝,蜾,餜,粿,綶,課
䂺	錁,踝,輠,蜾,餜,粿
糀	
錵	糀
糁	
糄	
捔	糄
糬	糮,糈
糭	糉,鑁
鎆	糋
糐	镈,糦,膊
镈	缚,糐,膊,镱
糑	
䐞	胹,糑
糔	
糕	
糗	糢,螑
螑	蝹,蝮,螟,糗,螅
䠗	糗,螑
糘	鎵
鎵	糘
糙	
縻	麼,糜
麼	麽,糜
糞	黨
䐬	膾,蹧,鏪,糟,艚
鏌	蟆,糢
䊣	鐄,糢,蟥
鐕	譖,糣
䐶	鐕,腘,胭,糣
糥	糮
粻	糥
糮	糥,轞,鑑,繿,糬
繦	鏹,膙,繈,糨
鏹	繦,膙,镪,糨
䃨	鏹,繦,膙,糨
蠉	糫,鐶
鑁	糭
轞	糮
穤	糯
糳	鑿
鑿	糳
糴	蠗,糶
糶	糴,蠗
䊮	糴,蠗,鑃
蘖	蘗,藥,糵
㔑	蘖,糵
蠗	鑃,糶,蠷,躍
糼	糿
糿	糼
糾	紺
訆	糾
紀	紜
紜	紀
紁	
䀑	紁
紂	釮,纣,肘
纣	紂
䊷	釮,紂,紏
約	
紅	紆
紵	紆
䊹	紆,紝
紇	紽,纥
紽	紇
纥	紇
紈	
秇	紈
訙	紈
䀓	訙,紈
紉	轫
轫	紉
納	訥,緭,豽,紬,鈉
訥	誷,納,豽,誧,鈉,詷
豽	鈉,訥,納
鈉	豽,訥,納
紏	
紐	
鈕	釖,紐,釼
紑	
䋔	鉟,紑
紕	鈚
訠	紖
紗	
粆	紗
紘	
㢬	紘
級	訯
訯	級
紝	紸
紸	紝,鉒,跓
䏕	紝,肝,肚,肛
紟	紷
紷	紟
素	累
紡	
鈁	紡
索	萦
萦	索
紥	紮
紮	絮,紥
鈀	紦
詂	詍,鉜,紨
鉜	詂,鉗,鲋,紨
䑧	詂,鉜,紨
紩	紶
紶	紩
䊿	紶,紩
紪	
絮	紮
細	鈿
鈿	鋪,鉬,鈤,銆,鈾,鉀,鍿,鈟,細
紱	绂,詙,钹
詙	紱,跋
絆	紳
䏢	紴,跛,貱,詖
鉣	鉃,紶,鈇
鉒	鉟,釷,紸,跓,鈷,蛀
詌	紺,鉗,詂,訆,誀
紻	
紾	鉁
紿	鈶
绐	紿
鈶	鍂,紿,鋁,耛,詒
鈯	銡,絀,詘
絁	
絇	絢,鉤,絁
絃	詃,铉
絅	緬,絤,綢,絗
䋄	綢,絅,綑,钢
䌹	絅
絉	
䊾	絉
絊	
㶱	絊
絋	鉱
鉱	絋
経	絰,經,蛏
經	絰,経
蛏	蛭,経,蚽
銋	絍
䛘	絍
絏	
䛖	謉,絏,訰
結	銡,蛣,絔
蛣	結,蚰,銡
銡	錔,結,蛣,鋡,鋯,鈷,銽
䋓	結
䋨	結,錇,絡
跦	銖,絑
絓	跬,絟,銈,胿
銈	鉲,鮭,鈍,絓,鲑
絚	絔,絙
絬	絔,話,銛,蛞,铦
䋎	絔,絙,經,鉭,组,絽
絖	統,胱
統	銃,絖
䊺	絚
絛	鯈
绔	絝
絟	
銪	鋪,詴,陏,鲔,鍺,絠
綌	綹,絡
鉻	骆,鋯,賂,鍩,絡,路
誁	絣
給	
綗	綱,網,緾,絪,絧
䋞	緭,絧,綗
絩	銚
銚	誂,絩
絽	絬
話	聒,絬
銛	話,絬,聒,鈻,蛞,錉,鈣,鈵
銃	統
䘪	統
絲	銯
銯	絲,銢
绛	胮,袶,絳
胮	絳
絴	綒
㟄	絴
絻	脕,絶
脃	胞,銫,肔,脕,絶
絸	覑,蜆,鋧
鋧	鍡,蜆,鎾,絸
絺	豨,脪
脕	脫,絻
鋔	絻
鈻	鉬,銛,鋁,鉭,鎢,鉏,銗,絽,耜
絾	誠,鋮
誠	絾,鋮
鋮	絾,誠
铖	絾
綀	脨
綁	
䦁	綁
綅	鋟,骎
誛	鋟,諼,骎,綅
鋟	誛,骎,綅,錽
骎	誛,鋟,綅
綇	縉
綈	銻,绨
銻	綈
䏲	銻,脨,綈
䑯	銻,鮷,綈
綋	
峵	綋
綹	綌
誖	綍
綎	誔,綖
綖	綎
誔	鋌,誕,綎
綏	绥
绥	綏,馁
䌼	綐,锐
鋢	綒
綕	
䏯	肨,胿,綕
綘	緯
綛	認,縂
認	綛
㸾	認,綛
綞	缍
綠	錄
緑	綠,録
錄	綠
綤	
縶	綤
綥	
䋥	綥,綶,緦
綿	綧
綨	
綩	腕
䋭	綪,錥
綫	錢
綬	绶
绶	綬
綮	
䋜	綮
䋯	綮
網	縀,綱
諁	腏,錣,綴,辍
綵	
䐆	綵
線	綶
餜	綶,輠,錁
䛮	詻,綹
綻	錠
諚	綻,錠
錠	綻,諚
綽	鋽,緽
緽	鍞,縇,綽
鋽	鎖,顉,綽,鍠,鍞
䃇	艊,綿
䛲	諻,諠,諄,詘,綿,錦
緀	褄,緮
緮	緀,蝮
緃	踨
踨	緃
緅	鋷
鋷	踙,緅
緆	踢,緝,緹,錫,賜
錫	踢,鍚,緆,蜴,鍻,舓
䋹	腷,鍢,諨,緆,蝠,褔,縉
緈	縡
緋	陫,绯,腓
绯	腓,陫,緋
緌	諉
諉	緌
繕	缮,緍,鐥
䧕	緎,聝
録	緑
緖	陼,緒,鍺
諸	緒,謵,諳,諎,鍺,誻
鍺	緒,踷,緖,銪,諸,鯺,錯,銬,蝫
䐗	諸,緒,賭
緓	蝧,绬
緔	耥,绱
绱	绸,緔
緗	缃
缃	緗
縬	縅,鏚,緘
䋖	練,緙
陾	緛
諿	諟,緝,諨,諱,譯,誯,謂,鍓,謁
鍓	諿,緝,鍉,鍻,錫
䐕	腷,諿,腾,緝,膲,鍓
鍛	緞
䌡	緟,螬,繷
緡	鍲
鍲	銦,鎶,緡
㟭	蝐,鍲,緡
䁕	腘,胭,緡
緢	貓,錨,锚
貓	緢
錨	緢
緣	腞,褖
䛹	緣,諱
緤	
緦	鍶,腮,諰
諰	鍶,腮,誋,緦
鍶	緦,諰
䋟	緦
鍽	謆,編,蝙
禐	緩,锾
緫	
総	緫
䌌	縉,緭,謵
緱	
㢿	緱
㬋	緱
䙈	緱
諫	課,鍊,諌,練
緶	
㛹	緶
餫	賱,緷,輝
緸	陻
陻	陿,緸,陲
䌉	鎠,緸
踻	腡,踚,踹,諣,踽,緺,鍋,跼
鍋	鎾,鎬,鎘,諣,踻,緺,鍝
緻	
㮹	緻
緼	蝹,辒
蝹	辒,螑,蝞,緼
鍞	鎖,鋽,緽,顉,鎇,鍠
䋶	緽
縂	
縄	蝿
蝿	縄
䋲	縄,绳
䌈	縄,褟,鎉
縆	
諠	謧,縇,謅,諻,諄,譆,鍹
鍹	諠,縇,鍠
繯	縉
縊	螠,鎰,謚
缢	镒,縊,貖
螠	縊
謚	縊,賹
鎰	縊
縌	縋,繸,縺
鎚	縋
縺	鐽,縌,鏈,繨,謰
繸	縌
䌣	縎
鎋	縖,螛,錧
缞	縗
鎛	賻,縛,鏄
馎	鎛,縛
䠝	隕,縜
縞	繬,镐,鎬
鎒	縟,耨
殸	縠
䛾	縤,請
縦	縱
縱	縦
饆	縪,蹕,鞸
鏠	縫
嘁	縬
鏚	縬
縭	謧,缡,螭
螭	縭
謧	諯,螭,縭
縰	褷
褷	縰
䐯	腮,腘,鏍,縲
縴	鏲
鏲	鏱,縴
䝢	鏝,縵
䌚	縹
繨	蟽,鐽,縺
蟽	繨,縺,鐽
謰	縺
蹥	鏈,縺
鏈	蹥,鐽,縺
鐽	蟽,鏈,繨,縺
鏇	縼
㯀	縼
鏓	謥,總,蟌
繽	績,鑌
縿	鏒
繃	繩
䙖	鏰,繃
繄	繋
縏	繄,繋
䌓	繄,繋
鏁	繅
繆	缪
繈	繦
繊	纎,纖
繍	繡,纁,鏽
纁	繡,繍
鏽	鏤,鱐,鏸,蟰,繡,繍
䐹	繡,繍,鱐,鏽
譓	鏸,繐,謥,譆,譩
缮	繕,膳,鐥
䥨	鐗,譋,繝,鍘,鑈
䃤	繡
